Method;Speaker;Microphone;Frequency in Hz;EDT in s;RT10 in s;RT20 in s;RT30 in s;RT60 in s;C50 in dB;C80 in dB;D50;D80
MLS;1;8;3150;0.124522533;0.12232769;0.277631516;NaN;0.832894548;2.024756521;5.191201989;0.61448808;0.767690912
MLS;1;8;4000;0.111316013;0.108895661;0.248830784;NaN;0.746492352;2.70926853;6.038893227;0.651089605;0.800673099
MLS;1;8;5000;0.112803124;0.115977706;0.255300387;NaN;0.765901161;3.209948728;6.575954288;0.676802959;0.819678295
MLS;1;8;6300;0.098240732;0.101292042;NaN;NaN;NaN;2.885460883;6.892916419;0.660248525;0.830215125
MLS;1;8;8000;0.088905292;0.093950703;NaN;NaN;NaN;4.895620129;8.456418455;0.755332553;0.875136891
MLS;1;8;10000;0.070665129;0.069088571;NaN;NaN;NaN;6.157652567;11.53289345;0.805001441;0.934352046
MLS;1;8;12500;0.064330186;0.0709416;NaN;NaN;NaN;7.265965249;12.26590402;0.841982085;0.943976434
MLS;1;8;16000;0.066104231;NaN;NaN;NaN;NaN;7.670804515;11.19441025;0.853992948;0.929406505
MLS;1;8;20000;0.054026104;NaN;NaN;NaN;NaN;9.017619737;12.23417793;0.888586518;0.943588843
MLS;2;1;50;NaN;NaN;NaN;NaN;NaN;-11.21057122;-10.54780748;0.070349737;0.081008527
MLS;2;1;63;NaN;NaN;NaN;NaN;NaN;-7.783668749;-6.975009554;0.142796358;0.167137004
MLS;2;1;80;NaN;3.171999417;NaN;NaN;NaN;1.186680092;1.596198136;0.567888929;0.590863988
MLS;2;1;100;NaN;NaN;NaN;NaN;NaN;-1.53390012;-1.373588544;0.412608207;0.421582497
MLS;2;1;125;NaN;NaN;NaN;NaN;NaN;2.400784335;12.44560388;0.634785205;0.946124901
MLS;2;1;160;0.098038489;NaN;NaN;NaN;NaN;2.688967947;7.938181721;0.650026968;0.861503479
MLS;2;1;200;0.093955351;0.083553163;0.168595563;NaN;0.505786689;0.47547616;7.528146505;0.527343301;0.849849327
MLS;2;1;250;0.096513615;0.069353253;0.168475293;NaN;0.50542588;3.748695134;7.291935811;0.703322314;0.84277608
MLS;2;1;315;NaN;NaN;NaN;NaN;NaN;-0.218241832;6.084932126;0.487439633;0.802359558
MLS;2;1;400;NaN;0.067333797;NaN;NaN;NaN;6.807411911;12.18166822;0.827421855;0.9429418
MLS;2;1;500;0.101019726;NaN;0.20183122;NaN;0.60549366;1.486347737;6.410445002;0.584735566;0.813976655
