Method,Speaker,Microphone,Frequency in Hz,EDT in s,RT10 in s,RT20 in s,RT30 in s,RT60 in s,C50 in dB,C80 in dB,D50,D80
MLS,1,7,63,NaN,NaN,NaN,NaN,NaN,-5.55913285436523,-4.02181081337627,0.21754381579599,0.283725518158169
MLS,1,7,80,NaN,NaN,NaN,NaN,NaN,-8.74254835030322,-5.90925576084369,0.117839950380528,0.20413363713106
MLS,1,7,100,NaN,NaN,NaN,NaN,NaN,0.616433286116809,1.37370086129175,0.535425297162506,0.578423809405936
MLS,1,7,125,NaN,NaN,NaN,NaN,NaN,-1.91047273092415,1.33771920638722,0.391764177234602,0.576402192564475
MLS,1,7,160,NaN,NaN,NaN,NaN,NaN,-2.14438934195323,-1.23357057745525,0.379007292300068,0.429463565829702
MLS,1,7,200,NaN,NaN,NaN,NaN,NaN,-11.9908448798795,-9.12985974110394,0.0594687412420283,0.108880470193914
MLS,1,7,250,NaN,NaN,NaN,NaN,NaN,-3.04888838152738,-2.80063968439468,0.331361751948423,0.344146247929929
MLS,1,7,315,NaN,NaN,NaN,NaN,NaN,-2.95596331747743,-2.1106433546691,0.336119434145847,0.380837827988325
MLS,1,7,400,NaN,NaN,NaN,NaN,NaN,-5.9439102805543,-4.29909210303352,0.202840323380499,0.270931328455733
MLS,1,7,500,NaN,NaN,NaN,NaN,NaN,2.24303306618634,3.59179740880084,0.626323708109247,0.695729095690795
MLS,1,7,630,NaN,NaN,NaN,NaN,NaN,0.628170200207187,2.7063235280462,0.536097471949005,0.650935541165375
MLS,1,7,800,NaN,NaN,NaN,NaN,NaN,0.356986741846862,1.79372628079851,0.520538245801572,0.601811973855174
MLS,1,7,1000,NaN,NaN,NaN,NaN,NaN,-4.28201142482344,-1.52997938265822,0.271708898182373,0.412827025307102
MLS,1,7,1250,NaN,NaN,NaN,NaN,NaN,0.345446488199253,1.81248306039559,0.519875020472218,0.602846475975878
MLS,1,7,1600,NaN,NaN,NaN,NaN,NaN,-3.92414397652238,-1.48207430320071,0.288317918428632,0.415503387142374
MLS,1,7,2000,NaN,NaN,NaN,NaN,NaN,-1.12433178799381,-0.0273520387363315,0.435637337380691,0.498425495287999
MLS,1,7,2500,NaN,NaN,NaN,NaN,NaN,-0.20566900936361,1.38956145137442,0.488162952275943,0.579314101294631
MLS,1,7,3150,NaN,NaN,NaN,NaN,NaN,-3.0548068757765,-1.6033005768174,0.331059881466512,0.408740723836913
MLS,1,7,4000,NaN,NaN,NaN,NaN,NaN,-3.82085024962843,-1.9511070062215,0.293222690060922,0.389536962079943
MLS,1,7,5000,NaN,NaN,NaN,NaN,NaN,-1.77485108610416,-0.263409978532233,0.399229978066633,0.484841549432123
MLS,1,7,6300,NaN,NaN,NaN,NaN,NaN,-2.68884909284255,-1.25854056537201,0.349979257870463,0.428055359018766
MLS,1,7,8000,NaN,NaN,NaN,NaN,NaN,-0.0216853604720851,1.97053623547307,0.498751692899629,0.611526358001292
MLS,1,7,10000,NaN,NaN,NaN,NaN,NaN,-3.91793686146639,-3.0120717647774,0.288611274100214,0.333242678631933
MLS,1,7,12500,NaN,NaN,NaN,NaN,NaN,-0.322186331113843,3.61556727256271,0.481461965276457,0.696886478142443
MLS,1,7,16000,NaN,NaN,NaN,NaN,NaN,-0.638652118885878,2.699794059886,0.463302337813628,0.650593848547586
MLS,1,7,20000,NaN,NaN,NaN,NaN,NaN,-2.20095194763738,1.09632198185855,0.375946814692579,0.562776352954117
MLS,1,8,50,NaN,NaN,NaN,NaN,NaN,-6.77111548507855,-5.1955665504627,0.173774830097526,0.232129907232355
MLS,1,8,63,NaN,NaN,NaN,NaN,NaN,-1.46040066920614,-0.440583974493139,0.416715899749259,0.474659676975615
MLS,1,8,80,NaN,NaN,NaN,NaN,NaN,-15.1891376118528,-10.071665188874,0.0293854953400688,0.0895545040034697
MLS,1,8,100,NaN,NaN,NaN,NaN,NaN,-10.3618087937836,-7.3186682810141,0.0842546435768685,0.156410023941039
MLS,1,8,125,NaN,NaN,NaN,NaN,NaN,-11.0175600793435,-9.79221222821171,0.0733123854147523,0.0949413693585493
MLS,1,8,160,NaN,NaN,NaN,NaN,NaN,-5.80652187442115,-2.57308108594133,0.20800366393274,0.356067447762485
MLS,1,8,200,NaN,NaN,NaN,NaN,NaN,2.41551544480117,2.87718747444413,0.635571213823488,0.659821058894717
MLS,1,8,250,NaN,NaN,NaN,NaN,NaN,4.04518287212676,4.48011135939387,0.717366888413306,0.737222826116654
MLS,1,8,315,NaN,NaN,NaN,NaN,NaN,0.920927935323765,2.84108087409498,0.552815115231258,0.657952482649856
MLS,1,8,400,NaN,NaN,NaN,NaN,NaN,0.606348577935374,3.48460735395698,0.534847641546142,0.690479187295671
MLS,1,8,500,NaN,NaN,NaN,NaN,NaN,2.08633779279637,4.39029178549782,0.617841623253456,0.733196643184645
MLS,1,8,630,NaN,NaN,NaN,NaN,NaN,2.59479158748542,4.05229258647062,0.64507791990882,0.717698689341258
MLS,1,8,800,NaN,NaN,NaN,NaN,NaN,0.378880967823587,1.22633676013499,0.521796319302641,0.570128261556695
MLS,1,8,1000,NaN,NaN,NaN,NaN,NaN,3.80467183325836,5.51658525131106,0.706004689792298,0.780783948380615
MLS,1,8,1250,NaN,NaN,NaN,NaN,NaN,1.3937778746983,3.32204101072333,0.57955069243387,0.682422744136765
MLS,1,8,1600,NaN,NaN,NaN,NaN,NaN,-0.690707935522926,1.84399383908341,0.460323252367268,0.604582333638883
MLS,1,8,2000,NaN,NaN,NaN,NaN,NaN,-1.7983013578414,0.0803810928206951,0.397935610363643,0.50462697556744
MLS,1,8,2500,NaN,NaN,NaN,NaN,NaN,-0.451256547621702,1.51555102597315,0.47404693075425,0.586367425378581
MLS,1,8,3150,NaN,NaN,NaN,NaN,NaN,-1.03807678388615,1.07555959683192,0.440526388509957,0.561599663277444
MLS,1,8,4000,NaN,NaN,NaN,NaN,NaN,-1.58788539542426,0.52297292689607,0.409598809112628,0.530068415923852
MLS,1,8,5000,NaN,NaN,NaN,NaN,NaN,-3.04126176773233,-1.83170667335921,0.331750949014961,0.396094227669085
MLS,1,8,6300,NaN,NaN,NaN,NaN,NaN,-0.908391681400882,0.898301143146769,0.447898585936697,0.551526793777762
